first_pokemon,second_pokemon,winner,first_pokemon_name,second_pokemon_name,winner_name
518,20,20,Electivire,Mega Beedrill,Mega Beedrill
416,444,444,Regice,Staraptor,Staraptor
493,124,124,Gabite,Kangaskhan,Kangaskhan
685,299,299,Golurk,Shiftry,Shiftry
444,219,444,Staraptor,Girafarig,Staraptor
521,67,521,Yanmega,Poliwhirl,Yanmega
784,508,508,Pumpkaboo Super Size,Lumineon,Lumineon
576,521,576,Simipour,Yanmega,Simipour
294,85,85,Lotad,Rapidash,Rapidash
708,522,522,Zekrom,Leafeon,Leafeon
319,732,732,Loudred,Talonflame,Talonflame
55,470,55,Venomoth,Shellos,Venomoth
761,298,298,Skrelp,Nuzleaf,Nuzleaf
293,240,293,Dustox,Piloswine,Dustox
638,378,638,Gothitelle,Lileep,Gothitelle
281,197,197,Mudkip,Mega Ampharos,Mega Ampharos
133,709,133,Scyther,Landorus Incarnate Forme,Scyther
757,149,757,Inkay,Porygon,Inkay
529,510,510,Probopass,Snover,Snover
199,780,780,Marill,Trevenant,Trevenant
181,321,321,Ledian,Makuhita,Makuhita
628,224,628,Archen,Steelix,Archen
609,125,125,Petilil,Mega Kangaskhan,Mega Kangaskhan
780,395,780,Trevenant,Wynaut,Trevenant
502,612,612,Skorupi,Sandile,Sandile
70,487,487,Kadabra,Bonsly,Bonsly
437,63,63,Monferno,,
386,411,386,Shuppet,Beldum,Shuppet
223,591,223,Gligar,Audino,Gligar
76,797,797,Bellsprout,Mega Diancie,Mega Diancie
601,287,287,Sewaddle,Zigzagoon,Zigzagoon
209,190,209,Yanma,Togepi,Yanma
794,373,794,Yveltal,Whiscash,Yveltal
133,270,270,Scyther,Lugia,Lugia
704,581,704,Tornadus Therian Forme,Unfezant,Tornadus Therian Forme
304,475,475,Ralts,Buneary,Buneary
656,96,656,Alomomola,Grimer,Alomomola
683,154,154,Druddigon,Aerodactyl,Aerodactyl
318,277,277,Whismur,Torchic,Torchic
766,71,71,Heliolisk,Alakazam,Alakazam
790,675,675,Avalugg,Cubchoo,Cubchoo
120,225,225,Rhyhorn,Mega Steelix,Mega Steelix
521,237,521,Yanmega,Slugma,Yanmega
3,733,3,Venusaur,Scatterbug,Venusaur
36,118,36,Nidorina,Koffing,Nidorina
315,128,128,Nincada,Goldeen,Goldeen
636,289,636,Gothita,Wurmple,Gothita
338,696,338,Electrike,Zweilous,Electrike
417,732,732,Registeel,Talonflame,Talonflame
403,510,403,Huntail,Snover,Huntail
184,594,184,Crobat,Gurdurr,Crobat
91,779,779,  Farfetch'd  ,Phantump,Phantump
295,258,258,Lombre,Smoochum,Smoochum
659,379,379,Ferroseed,Cradily,Cradily
523,334,523,Glaceon,Mega Aggron,Glaceon
311,372,311,Breloom,Barboach,Breloom
771,469,469,Sylveon,Cherrim,Cherrim
443,522,522,Staravia,Leafeon,Leafeon
407,315,407,Bagon,Nincada,Bagon
351,15,351,Wailmer,Metapod,Wailmer
126,75,126,Horsea,Machamp,Horsea
335,555,555,Meditite,Snivy,Snivy
661,445,445,Klink,Bidoof,Bidoof
702,465,702,Virizion,Pachirisu,Virizion
718,95,718,Genesect,Dewgong,Genesect
758,749,758,Malamar,Honedge,Malamar
186,292,186,Lanturn,Cascoon,Lanturn
89,717,717,Magnemite,Meloetta Pirouette Forme,Meloetta Pirouette Forme
104,723,723,Onix,Braixen,Braixen
342,39,342,Minun,Nidorino,Minun
401,494,494,Walrein,Garchomp,Garchomp
513,545,513,Weavile,Giratina Altered Forme,Weavile
367,195,367,Mega Altaria,Flaaffy,Mega Altaria
609,600,600,Petilil,Sawk,Sawk
444,109,109,Staraptor,Voltorb,Voltorb
627,1,1,Carracosta,Bulbasaur,Bulbasaur
229,321,229,Scizor,Makuhita,Scizor
505,609,505,Toxicroak,Petilil,Toxicroak
342,302,342,Minun,Wingull,Minun
283,667,283,Swampert,Elgyem,Swampert
215,593,593,Slowking,Timburr,Timburr
409,478,478,Salamence,Mismagius,Mismagius
617,340,340,Darmanitan Zen Mode,Mega Manectric,Mega Manectric
321,482,482,Makuhita,Chingling,Chingling
389,438,438,Duskull,Infernape,Infernape
788,336,336,Gourgeist Super Size,Medicham,Medicham
760,462,760,Barbaracle,Mothim,Barbaracle
546,361,546,Giratina Origin Forme,Vibrava,Giratina Origin Forme
607,367,367,Cottonee,Mega Altaria,Mega Altaria
705,127,705,Thundurus Incarnate Forme,Seadra,Thundurus Incarnate Forme
301,683,301,Swellow,Druddigon,Swellow
644,176,644,Vanillite,Sentret,Vanillite
549,522,549,Manaphy,Leafeon,Manaphy
134,8,8,Jynx,Mega Charizard X,Mega Charizard X
146,362,362,Vaporeon,Flygon,Flygon
441,772,772,Empoleon,Hawlucha,Hawlucha
568,125,125,Stoutland,Mega Kangaskhan,Mega Kangaskhan
493,231,493,Gabite,Shuckle,Gabite
310,87,310,Shroomish,Slowbro,Shroomish
328,86,328,Mega Sableye,Slowpoke,Mega Sableye
273,635,635,Treecko,Cinccino,Cinccino
226,697,697,Snubbull,Hydreigon,Hydreigon
64,185,185,Growlithe,Chinchou,Chinchou
8,333,8,Mega Charizard X,Aggron,Mega Charizard X
228,590,590,Qwilfish,Excadrill,Excadrill
799,428,428,Hoopa Unbound,Jirachi,Jirachi
763,467,467,Clauncher,Floatzel,Floatzel
492,797,797,Gible,Mega Diancie,Mega Diancie
657,40,40,Joltik,Nidoking,Nidoking
598,436,598,Seismitoad,Chimchar,Seismitoad
131,8,131,Starmie,Mega Charizard X,Starmie
20,248,20,Mega Beedrill,Houndoom,Mega Beedrill
205,557,557,Jumpluff,Serperior,Serperior
124,150,124,Kangaskhan,Omanyte,Kangaskhan
38,418,418,Nidoran♂,Latias,Latias
98,93,93,Shellder,Dodrio,Dodrio
539,513,513,Mesprit,Weavile,Weavile
15,379,379,Metapod,Cradily,Cradily
103,200,103,Mega Gengar,Azumarill,Mega Gengar
326,212,212,Delcatty,Espeon,Espeon
115,106,115,Hitmonlee,Hypno,Hitmonlee
335,482,335,Meditite,Chingling,Meditite
799,722,799,Hoopa Unbound,Fennekin,Hoopa Unbound
324,234,234,Nosepass,Sneasel,Sneasel
635,26,635,Cinccino,Raticate,Cinccino
753,303,303,Spritzee,Pelipper,Pelipper
227,299,299,Granbull,Shiftry,Shiftry
365,382,382,Swablu,Feebas,Feebas
724,573,724,Delphox,Pansear,Delphox
430,301,430,DeoxysAttack Forme,Swellow,DeoxysAttack Forme
214,195,214,Murkrow,Flaaffy,Murkrow
116,685,685,Hitmonchan,Golurk,Golurk
193,800,193,Xatu,Volcanion,Xatu
630,21,630,Trubbish,Pidgey,Trubbish
742,423,423,Gogoat,Primal Kyogre,Primal Kyogre
595,153,153,Conkeldurr,Kabutops,Kabutops
42,21,42,Clefable,Pidgey,Clefable
458,532,532,Burmy,Rotom,Rotom
754,641,641,Aromatisse,Reuniclus,Reuniclus
135,674,135,Electabuzz,Haxorus,Electabuzz
487,592,592,Bonsly,Mega Audino,Mega Audino
577,74,74,Munna,Machoke,Machoke
481,277,481,Purugly,Torchic,Purugly
638,468,638,Gothitelle,Cherubi,Gothitelle
67,441,67,Poliwhirl,Empoleon,Poliwhirl
412,71,71,Metang,Alakazam,Alakazam
8,88,8,Mega Charizard X,Mega Slowbro,Mega Charizard X
735,255,735,Vivillon,Smeargle,Vivillon
118,641,118,Koffing,Reuniclus,Koffing
529,275,275,Probopass,Sceptile,Sceptile
9,454,9,Mega Charizard Y,Cranidos,Mega Charizard Y
301,5,301,Swellow,Charmander,Swellow
106,503,503,Hypno,Drapion,Drapion
221,500,221,Forretress,Hippopotas,Forretress
402,117,402,Clamperl,Lickitung,Clamperl
188,97,97,Cleffa,Muk,Muk
341,451,341,Plusle,Luxray,Plusle
596,594,596,Tympole,Gurdurr,Tympole
273,553,553,Treecko,Arceus,Arceus
371,249,249,Solrock,Mega Houndoom,Mega Houndoom
671,415,671,Chandelure,Regirock,Chandelure
577,13,13,Munna,Mega Blastoise,Mega Blastoise
277,478,478,Torchic,Mismagius,Mismagius
52,639,52,Paras,Solosis,Paras
168,770,168,Bayleef,Aurorus,Bayleef
256,348,348,Tyrogue,Carvanha,Carvanha
382,146,146,Feebas,Vaporeon,Vaporeon
598,795,795,Seismitoad,Zygarde Half Forme,Zygarde Half Forme
632,60,632,Zorua,Psyduck,Zorua
439,284,284,Piplup,Mega Swampert,Mega Swampert
784,478,478,Pumpkaboo Super Size,Mismagius,Mismagius
343,303,343,Volbeat,Pelipper,Volbeat
251,642,642,Phanpy,Ducklett,Ducklett
125,645,125,Mega Kangaskhan,Vanillish,Mega Kangaskhan
5,757,5,Charmander,Inkay,Charmander
777,365,777,Goodra,Swablu,Goodra
107,728,728,Krabby,Bunnelby,Bunnelby
11,651,651,Wartortle,Escavalier,Escavalier
60,196,196,Psyduck,Ampharos,Ampharos
467,166,467,Floatzel,Mew,Floatzel
5,677,677,Charmander,Cryogonal,Cryogonal
484,462,484,Skuntank,Mothim,Skuntank
297,600,600,Seedot,Sawk,Sawk
598,698,598,Seismitoad,Larvesta,Seismitoad
699,56,699,Volcarona,Diglett,Volcarona
105,228,228,Drowzee,Qwilfish,Qwilfish
470,403,403,Shellos,Huntail,Huntail
227,608,608,Granbull,Whimsicott,Whimsicott
646,708,708,Vanilluxe,Zekrom,Zekrom
104,668,104,Onix,Beheeyem,Onix
431,61,431,Deoxys Defense Forme,Golduck,Deoxys Defense Forme
450,345,345,Luxio,Roselia,Roselia
176,396,396,Sentret,Snorunt,Snorunt
704,113,704,Tornadus Therian Forme,Cubone,Tornadus Therian Forme
687,737,737,Bisharp,Pyroar,Pyroar
60,652,652,Psyduck,Foongus,Foongus
796,276,796,Diancie,Mega Sceptile,Diancie
530,124,124,Dusknoir,Kangaskhan,Kangaskhan
242,73,242,Remoraid,Machop,Remoraid
699,670,699,Volcarona,Lampent,Volcarona
510,665,665,Snover,Eelektrik,Eelektrik
536,412,536,Fan Rotom,Metang,Fan Rotom
789,254,254,Bergmite,Stantler,Stantler
789,794,794,Bergmite,Yveltal,Yveltal
448,210,448,Kricketune,Wooper,Kricketune
399,192,192,Spheal,Natu,Natu
299,488,299,Shiftry,Mime Jr.,Shiftry
420,513,513,Latios,Weavile,Weavile
522,9,9,Leafeon,Mega Charizard Y,Mega Charizard Y
647,176,647,Deerling,Sentret,Deerling
744,773,773,Pangoro,Dedenne,Dedenne
709,637,709,Landorus Incarnate Forme,Gothorita,Landorus Incarnate Forme
399,755,755,Spheal,Swirlix,Swirlix
502,463,463,Skorupi,Combee,Combee
171,86,86,Quilava,Slowpoke,Slowpoke
477,104,477,Mega Lopunny,Onix,Mega Lopunny
217,331,217,Unown,Aron,Unown
566,325,566,Lillipup,Skitty,Lillipup
260,757,260,Magby,Inkay,Magby
582,186,582,Blitzle,Lanturn,Blitzle
728,114,728,Bunnelby,Marowak,Bunnelby
138,518,138,Mega Pinsir,Electivire,Mega Pinsir
617,307,307,Darmanitan Zen Mode,Mega Gardevoir,Mega Gardevoir
120,757,757,Rhyhorn,Inkay,Inkay
266,382,266,Larvitar,Feebas,Larvitar
159,751,159,Moltres,Aegislash Blade Forme,Moltres
268,730,730,Tyranitar,Fletchling,Fletchling
323,478,478,Azurill,Mismagius,Mismagius
111,566,566,Exeggcute,Lillipup,Lillipup
630,343,343,Trubbish,Volbeat,Volbeat
226,300,300,Snubbull,Taillow,Taillow
708,394,394,Zekrom,Mega Absol,Mega Absol
474,686,474,Drifblim,Pawniard,Drifblim
396,188,396,Snorunt,Cleffa,Snorunt
99,740,740,Cloyster,Florges,Florges
329,263,263,Mawile,Raikou,Raikou
434,772,772,  Grotle  ,Hawlucha,Hawlucha
245,45,245,Mantine,Jigglypuff,Mantine
620,97,97,Crustle,Muk,Muk
379,693,693,Cradily,Heatmor,Heatmor
278,765,765,Combusken,Helioptile,Helioptile
332,454,454,Lairon,Cranidos,Cranidos
85,497,85,Rapidash,Riolu,Rapidash
650,332,650,Karrablast,Lairon,Karrablast
558,403,403,Tepig,Huntail,Huntail
116,574,574,Hitmonchan,Simisear,Simisear
200,75,75,Azumarill,Machamp,Machamp
750,730,730,Doublade,Fletchling,Fletchling
290,251,251,Silcoon,Phanpy,Phanpy
720,501,720,Quilladin,Hippowdon,Quilladin
373,219,219,Whiscash,Girafarig,Girafarig
784,414,414,Pumpkaboo Super Size,Mega Metagross,Mega Metagross
356,636,356,Torkoal,Gothita,Torkoal
789,207,207,Bergmite,Sunkern,Sunkern
713,647,713,Kyurem White Kyurem,Deerling,Kyurem White Kyurem
374,422,422,Corphish,Kyogre,Kyogre
684,388,388,Golett,Mega Banette,Mega Banette
106,359,106,Hypno,Spinda,Hypno
305,148,148,Kirlia,Flareon,Flareon
184,169,184,Crobat,Meganium,Crobat
523,615,523,Glaceon,Darumaka,Glaceon
197,353,197,Mega Ampharos,Numel,Mega Ampharos
521,575,521,Yanmega,Panpour,Yanmega
28,444,444,Fearow,Staraptor,Staraptor
187,276,276,Pichu,Mega Sceptile,Mega Sceptile
380,234,234,Anorith,Sneasel,Sneasel
769,82,769,Amaura,Graveler,Amaura
494,399,494,Garchomp,Spheal,Garchomp
397,440,397,Glalie,Prinplup,Glalie
56,165,165,Diglett,Mega Mewtwo Y,Mega Mewtwo Y
59,548,59,Persian,Phione,Persian
96,158,158,Grimer,Zapdos,Zapdos
477,255,477,Mega Lopunny,Smeargle,Mega Lopunny
110,546,110,Electrode,Giratina Origin Forme,Electrode
296,731,731,Ludicolo,Fletchinder,Fletchinder
85,602,85,Rapidash,Swadloon,Rapidash
22,432,432,Pidgeotto,Deoxys Speed Forme,Deoxys Speed Forme
4,93,93,Mega Venusaur,Dodrio,Dodrio
407,512,407,Bagon,Mega Abomasnow,Bagon
617,355,617,Darmanitan Zen Mode,Mega Camerupt,Darmanitan Zen Mode
424,772,772,Groudon,Hawlucha,Hawlucha
348,752,348,Carvanha,Aegislash Shield Forme,Carvanha
451,497,451,Luxray,Riolu,Luxray
470,157,157,Shellos,Articuno,Articuno
498,307,307,Lucario,Mega Gardevoir,Mega Gardevoir
408,7,7,Shelgon,Charizard,Charizard
253,147,147,Porygon2,Jolteon,Jolteon
573,770,573,Pansear,Aurorus,Pansear
704,672,704,Tornadus Therian Forme,Axew,Tornadus Therian Forme
11,292,11,Wartortle,Cascoon,Wartortle
211,769,769,Quagsire,Amaura,Amaura
134,68,134,Jynx,Poliwrath,Jynx
536,333,536,Fan Rotom,Aggron,Fan Rotom
22,525,22,Pidgeotto,Mamoswine,Pidgeotto
600,662,600,Sawk,Klang,Sawk
248,748,748,Houndoom,Meowstic Female,Meowstic Female
151,103,103,Omastar,Mega Gengar,Mega Gengar
164,291,164,Mega Mewtwo X,Beautifly,Mega Mewtwo X
712,247,712,Kyurem Black Kyurem,Houndour,Kyurem Black Kyurem
352,105,352,Wailord,Drowzee,Wailord
597,537,537,Palpitoad,Mow Rotom,Mow Rotom
159,499,499,Moltres,Mega Lucario,Mega Lucario
195,250,250,Flaaffy,Kingdra,Kingdra
667,659,667,Elgyem,Ferroseed,Elgyem
286,753,286,Mightyena,Spritzee,Mightyena
573,193,193,Pansear,Xatu,Xatu
483,644,483,Stunky,Vanillite,Stunky
105,534,534,Drowzee,Wash Rotom,Wash Rotom
164,537,164,Mega Mewtwo X,Mow Rotom,Mega Mewtwo X
716,110,110,Meloetta Aria Forme,Electrode,Electrode
703,429,429,Tornadus Incarnate Forme,Deoxys Normal Forme,Deoxys Normal Forme
30,69,69,Arbok,Abra,Abra
292,3,3,Cascoon,Venusaur,Venusaur
342,154,154,Minun,Aerodactyl,Aerodactyl
67,697,697,Poliwhirl,Hydreigon,Hydreigon
447,121,121,Kricketot,Rhydon,Rhydon
143,414,414,Lapras,Mega Metagross,Mega Metagross
396,129,129,Snorunt,Seaking,Seaking
174,421,421,Croconaw,Mega Latios,Mega Latios
32,386,32,Raichu,Shuppet,Raichu
287,342,342,Zigzagoon,Minun,Minun
58,387,387,Meowth,Banette,Banette
537,578,537,Mow Rotom,Musharna,Mow Rotom
238,449,449,Magcargo,Shinx,Shinx
177,186,177,Furret,Lanturn,Furret
654,432,432,Frillish,Deoxys Speed Forme,Deoxys Speed Forme
169,761,169,Meganium,Skrelp,Meganium
764,198,764,Clawitzer,Bellossom,Clawitzer
359,237,359,Spinda,Slugma,Spinda
758,571,758,Malamar,Pansage,Malamar
456,735,735,Shieldon,Vivillon,Vivillon
363,73,73,Cacnea,Machop,Machop
583,691,583,Zebstrika,Vullaby,Zebstrika
198,280,280,Bellossom,Mega Blaziken,Mega Blaziken
597,296,296,Palpitoad,Ludicolo,Ludicolo
416,483,483,Regice,Stunky,Stunky
216,3,216,Misdreavus,Venusaur,Misdreavus
414,596,414,Mega Metagross,Tympole,Mega Metagross
206,300,300,Aipom,Taillow,Taillow
483,640,483,Stunky,Duosion,Stunky
539,99,539,Mesprit,Cloyster,Mesprit
214,642,214,Murkrow,Ducklett,Murkrow
779,308,779,Phantump,Surskit,Phantump
771,481,481,Sylveon,Purugly,Purugly
523,439,523,Glaceon,Piplup,Glaceon
51,224,51,Vileplume,Steelix,Vileplume
381,233,233,Armaldo,Mega Heracross,Mega Heracross
378,55,55,Lileep,Venomoth,Venomoth
351,603,603,Wailmer,Leavanny,Leavanny
268,191,268,Tyranitar,Togetic,Tyranitar
492,30,30,Gible,Arbok,Arbok
135,582,135,Electabuzz,Blitzle,Electabuzz
105,383,383,Drowzee,Milotic,Milotic
269,306,306,Mega Tyranitar,Gardevoir,Gardevoir
454,686,686,Cranidos,Pawniard,Pawniard
383,311,383,Milotic,Breloom,Milotic
356,743,743,Torkoal,Pancham,Pancham
48,353,48,Golbat,Numel,Golbat
360,800,800,Trapinch,Volcanion,Volcanion
455,302,455,Rampardos,Wingull,Rampardos
277,356,277,Torchic,Torkoal,Torchic
240,16,16,Piloswine,Butterfree,Butterfree
730,412,730,Fletchling,Metang,Fletchling
453,45,453,Roserade,Jigglypuff,Roserade
745,26,745,Furfrou,Raticate,Furfrou
372,728,372,Barboach,Bunnelby,Barboach
634,184,184,Minccino,Crobat,Crobat
106,708,708,Hypno,Zekrom,Zekrom
321,7,7,Makuhita,Charizard,Charizard
251,701,701,Phanpy,Terrakion,Terrakion
147,553,147,Jolteon,Arceus,Jolteon
306,202,306,Gardevoir,Politoed,Gardevoir
427,716,427,Mega Rayquaza,Meloetta Aria Forme,Mega Rayquaza
243,204,204,Octillery,Skiploom,Skiploom
182,374,374,Spinarak,Corphish,Corphish
137,460,137,Pinsir,Wormadam Sandy Cloak,Pinsir
690,800,690,Braviary,Volcanion,Braviary
179,418,418,Noctowl,Latias,Latias
380,352,380,Anorith,Wailord,Anorith
553,325,553,Arceus,Skitty,Arceus
486,209,209,Bronzong,Yanma,Yanma
168,149,168,Bayleef,Porygon,Bayleef
158,151,158,Zapdos,Omastar,Zapdos
714,77,714,Keldeo Ordinary Forme,Weepinbell,Keldeo Ordinary Forme
115,487,115,Hitmonlee,Bonsly,Hitmonlee
276,461,276,Mega Sceptile,Wormadam Trash Cloak,Mega Sceptile
552,569,552,Shaymin Sky Forme,Purrloin,Shaymin Sky Forme
314,586,314,Slaking,Gigalith,Slaking
799,94,799,Hoopa Unbound,Seel,Hoopa Unbound
780,677,677,Trevenant,Cryogonal,Cryogonal
572,382,572,Simisage,Feebas,Simisage
431,244,431,Deoxys Defense Forme,Delibird,Deoxys Defense Forme
641,315,315,Reuniclus,Nincada,Nincada
157,217,157,Articuno,Unown,Articuno
195,458,195,Flaaffy,Burmy,Flaaffy
600,770,600,Sawk,Aurorus,Sawk
753,206,206,Spritzee,Aipom,Aipom
72,519,72,Mega Alakazam,Magmortar,Mega Alakazam
417,798,798,Registeel,Hoopa Confined,Hoopa Confined
471,170,471,Gastrodon,Cyndaquil,Gastrodon
634,484,484,Minccino,Skuntank,Skuntank
155,654,155,Mega Aerodactyl,Frillish,Mega Aerodactyl
340,490,340,Mega Manectric,Chatot,Mega Manectric
410,51,410,Mega Salamence,Vileplume,Mega Salamence
38,746,746,Nidoran♂,Espurr,Espurr
243,715,715,Octillery,Keldeo Resolute Forme,Keldeo Resolute Forme
194,528,528,Mareep,Mega Gallade,Mega Gallade
525,136,136,Mamoswine,Magmar,Magmar
717,467,717,Meloetta Pirouette Forme,Floatzel,Meloetta Pirouette Forme
525,263,263,Mamoswine,Raikou,Raikou
486,258,486,Bronzong,Smoochum,Bronzong
244,146,244,Delibird,Vaporeon,Delibird
229,103,229,Scizor,Mega Gengar,Scizor
629,354,629,Archeops,Camerupt,Archeops
684,381,381,Golett,Armaldo,Armaldo
228,704,704,Qwilfish,Tornadus Therian Forme,Tornadus Therian Forme
31,703,703,Pikachu,Tornadus Incarnate Forme,Tornadus Incarnate Forme
47,357,357,Zubat,Spoink,Spoink
312,131,131,Slakoth,Starmie,Starmie
212,485,212,Espeon,Bronzor,Espeon
382,639,639,Feebas,Solosis,Solosis
571,579,571,Pansage,Pidove,Pansage
642,307,307,Ducklett,Mega Gardevoir,Mega Gardevoir
799,27,799,Hoopa Unbound,Spearow,Hoopa Unbound
165,740,165,Mega Mewtwo Y,Florges,Mega Mewtwo Y
497,442,442,Riolu,Starly,Starly
266,233,233,Larvitar,Mega Heracross,Mega Heracross
328,708,708,Mega Sableye,Zekrom,Zekrom
631,223,223,Garbodor,Gligar,Gligar
297,8,8,Seedot,Mega Charizard X,Mega Charizard X
283,146,146,Swampert,Vaporeon,Vaporeon
610,797,797,Lilligant,Mega Diancie,Mega Diancie
55,366,55,Venomoth,Altaria,Venomoth
63,150,63,,Omanyte,
415,731,731,Regirock,Fletchinder,Fletchinder
374,26,26,Corphish,Raticate,Raticate
538,607,538,Uxie,Cottonee,Uxie
525,694,694,Mamoswine,Durant,Durant
151,631,631,Omastar,Garbodor,Garbodor
474,562,474,Drifblim,Dewott,Drifblim
705,287,705,Thundurus Incarnate Forme,Zigzagoon,Thundurus Incarnate Forme
775,373,373,Goomy,Whiscash,Whiscash
344,504,344,Illumise,Croagunk,Illumise
397,668,397,Glalie,Beheeyem,Glalie
413,98,413,Metagross,Shellder,Metagross
777,304,777,Goodra,Ralts,Goodra
356,54,356,Torkoal,Venonat,Torkoal
242,588,588,Remoraid,Swoobat,Swoobat
229,680,229,Scizor,Stunfisk,Scizor
343,760,343,Volbeat,Barbaracle,Volbeat
481,603,481,Purugly,Leavanny,Purugly
502,573,502,Skorupi,Pansear,Skorupi
566,614,614,Lillipup,Krookodile,Krookodile
89,578,89,Magnemite,Musharna,Magnemite
36,652,36,Nidorina,Foongus,Nidorina
722,525,525,Fennekin,Mamoswine,Mamoswine
535,44,44,Frost Rotom,Ninetales,Ninetales
275,697,275,Sceptile,Hydreigon,Sceptile
626,588,626,Tirtouga,Swoobat,Tirtouga
321,108,108,Makuhita,Kingler,Kingler
626,293,626,Tirtouga,Dustox,Tirtouga
620,469,620,Crustle,Cherrim,Crustle
732,695,732,Talonflame,Deino,Talonflame
541,581,581,Dialga,Unfezant,Unfezant
559,229,229,Pignite,Scizor,Scizor
714,262,714,Keldeo Ordinary Forme,Blissey,Keldeo Ordinary Forme
27,723,723,Spearow,Braixen,Braixen
409,221,409,Salamence,Forretress,Salamence
162,283,162,Dragonite,Swampert,Dragonite
601,425,425,Sewaddle,Primal Groudon,Primal Groudon
464,243,243,Vespiquen,Octillery,Octillery
4,63,63,Mega Venusaur,,
383,406,406,Milotic,Luvdisc,Luvdisc
729,606,606,Diggersby,  Scolipede  ,  Scolipede  
657,309,657,Joltik,Masquerain,Joltik
258,293,293,Smoochum,Dustox,Dustox
515,758,758,Lickilicky,Malamar,Malamar
73,651,73,Machop,Escavalier,Machop
767,39,39,Tyrunt,Nidorino,Nidorino
429,43,429,Deoxys Normal Forme,Vulpix,Deoxys Normal Forme
343,597,343,Volbeat,Palpitoad,Volbeat
694,277,694,Durant,Torchic,Durant
617,327,617,Darmanitan Zen Mode,Sableye,Darmanitan Zen Mode
704,551,704,Tornadus Therian Forme,Shaymin Land Forme,Tornadus Therian Forme
330,589,589,Mega Mawile,Drilbur,Drilbur
506,773,773,Carnivine,Dedenne,Dedenne
414,119,414,Mega Metagross,Weezing,Mega Metagross
730,667,730,Fletchling,Elgyem,Fletchling
718,583,583,Genesect,Zebstrika,Zebstrika
368,55,55,Zangoose,Venomoth,Venomoth
612,650,612,Sandile,Karrablast,Sandile
19,70,70,Beedrill,Kadabra,Kadabra
660,589,660,Ferrothorn,Drilbur,Ferrothorn
95,358,358,Dewgong,Grumpig,Grumpig
256,52,256,Tyrogue,Paras,Tyrogue
92,229,92,Doduo,Scizor,Doduo
384,63,63,Castform,,
337,581,337,Mega Medicham,Unfezant,Mega Medicham
663,667,663,Klinklang,Elgyem,Klinklang
221,87,221,Forretress,Slowbro,Forretress
613,363,613,Krokorok,Cacnea,Krokorok
172,698,172,Typhlosion,Larvesta,Typhlosion
676,590,590,Beartic,Excadrill,Excadrill
130,743,130,Staryu,Pancham,Staryu
318,309,309,Whismur,Masquerain,Masquerain
620,214,620,Crustle,Murkrow,Crustle
245,601,245,Mantine,Sewaddle,Mantine
696,92,92,Zweilous,Doduo,Doduo
211,409,409,Quagsire,Salamence,Salamence
731,47,731,Fletchinder,Zubat,Fletchinder
205,139,139,Jumpluff,Tauros,Tauros
86,105,105,Slowpoke,Drowzee,Drowzee
198,759,759,Bellossom,Binacle,Binacle
764,686,686,Clawitzer,Pawniard,Pawniard
1,638,638,Bulbasaur,Gothitelle,Gothitelle
181,258,181,Ledian,Smoochum,Ledian
76,1,1,Bellsprout,Bulbasaur,Bulbasaur
249,270,249,Mega Houndoom,Lugia,Mega Houndoom
369,680,369,Seviper,Stunfisk,Seviper
120,615,615,Rhyhorn,Darumaka,Darumaka
296,691,296,Ludicolo,Vullaby,Ludicolo
664,757,664,Tynamo,Inkay,Tynamo
497,288,288,Riolu,Linoone,Linoone
440,249,249,Prinplup,Mega Houndoom,Mega Houndoom
352,791,352,Wailord,Noibat,Wailord
384,506,384,Castform,Carnivine,Castform
615,441,441,Darumaka,Empoleon,Empoleon
204,163,163,Skiploom,Mewtwo,Mewtwo
559,290,559,Pignite,Silcoon,Pignite
293,71,71,Dustox,Alakazam,Alakazam
99,456,99,Cloyster,Shieldon,Cloyster
163,75,163,Mewtwo,Machamp,Mewtwo
600,553,553,Sawk,Arceus,Arceus
262,181,181,Blissey,Ledian,Ledian
584,582,582,Roggenrola,Blitzle,Blitzle
744,631,631,Pangoro,Garbodor,Garbodor
37,2,37,Nidoqueen,Ivysaur,Nidoqueen
561,173,561,Oshawott,Totodile,Oshawott
503,443,503,Drapion,Staravia,Drapion
766,747,766,Heliolisk,Meowstic Male,Heliolisk
299,240,299,Shiftry,Piloswine,Shiftry
312,507,507,Slakoth,Finneon,Finneon
17,247,247,Weedle,Houndour,Houndour
38,18,38,Nidoran♂,Kakuna,Nidoran♂
112,568,568,Exeggutor,Stoutland,Stoutland
778,256,778,Klefki,Tyrogue,Klefki
287,491,491,Zigzagoon,Spiritomb,Spiritomb
298,73,298,Nuzleaf,Machop,Nuzleaf
715,120,715,Keldeo Resolute Forme,Rhyhorn,Keldeo Resolute Forme
520,297,520,Togekiss,Seedot,Togekiss
446,179,446,Bibarel,Noctowl,Bibarel
442,532,532,Starly,Rotom,Rotom
715,610,715,Keldeo Resolute Forme,Lilligant,Keldeo Resolute Forme
548,185,548,Phione,Chinchou,Phione
177,96,177,Furret,Grimer,Furret
549,88,549,Manaphy,Mega Slowbro,Manaphy
727,739,727,Greninja,Floette,Greninja
693,630,630,Heatmor,Trubbish,Trubbish
